 ,Label,Area,Circ.,AR,Round,Solidity
47,sample3_thresholded.tif,267.443,0.783,1.165,0.858,0.928
48,sample3_thresholded.tif,124.638,0.740,1.839,0.544,0.910
49,sample3_thresholded.tif,121.680,0.730,1.785,0.560,0.913
50,sample3_thresholded.tif,158.860,0.847,1.517,0.659,0.926
51,sample3_thresholded.tif,174.493,0.816,1.522,0.657,0.917
52,sample3_thresholded.tif,286.878,0.504,1.533,0.652,0.771
53,sample3_thresholded.tif,56.615,0.755,2.071,0.483,0.915
54,sample3_thresholded.tif,114.075,0.861,1.621,0.617,0.929
55,sample3_thresholded.tif,158.860,0.797,1.688,0.592,0.941
56,sample3_thresholded.tif,162.663,0.803,1.782,0.561,0.936
57,sample3_thresholded.tif,125.060,0.794,1.253,0.798,0.901
58,sample3_thresholded.tif,172.380,0.886,1.246,0.803,0.935
59,sample3_thresholded.tif,143.228,0.789,1.413,0.708,0.905
60,sample3_thresholded.tif,179.140,0.819,1.635,0.612,0.941
61,sample3_thresholded.tif,139.425,0.775,1.428,0.700,0.893
62,sample3_thresholded.tif,21.548,0.981,1.209,0.827,0.919
63,sample3_thresholded.tif,100.978,0.860,1.458,0.686,0.939
64,sample3_thresholded.tif,103.513,0.544,1.640,0.610,0.852
65,sample3_thresholded.tif,565.728,0.641,2.149,0.465,0.875
66,sample3_thresholded.tif,305.468,0.788,1.589,0.629,0.931
67,sample3_thresholded.tif,169.423,0.824,1.771,0.565,0.933
68,sample3_thresholded.tif,84.078,0.739,1.346,0.743,0.877
69,sample3_thresholded.tif,90.415,0.811,1.606,0.623,0.894
70,sample3_thresholded.tif,460.103,0.791,1.218,0.821,0.928
71,sample3_thresholded.tif,308.003,0.887,1.182,0.846,0.955
72,sample3_thresholded.tif,152.523,0.806,1.579,0.633,0.927
73,sample3_thresholded.tif,457.568,0.550,3.026,0.330,0.875
74,sample3_thresholded.tif,190.970,0.838,1.395,0.717,0.927
75,sample3_thresholded.tif,151.255,0.898,1.186,0.843,0.932
76,sample3_thresholded.tif,184.633,0.766,1.962,0.510,0.921
77,sample3_thresholded.tif,160.550,0.876,1.483,0.674,0.944
78,sample3_thresholded.tif,242.515,0.557,2.784,0.359,0.882
79,sample3_thresholded.tif,121.680,0.792,1.630,0.613,0.923
80,sample3_thresholded.tif,160.128,0.860,1.408,0.710,0.931
81,sample3_thresholded.tif,188.013,0.589,1.700,0.588,0.826
82,sample3_thresholded.tif,147.453,0.921,1.234,0.810,0.942
83,sample3_thresholded.tif,168.155,0.670,2.103,0.475,0.948
84,sample3_thresholded.tif,164.775,0.804,1.720,0.581,0.933
85,sample3_thresholded.tif,175.760,0.895,1.025,0.976,0.940
86,sample3_thresholded.tif,161.395,0.835,1.621,0.617,0.947
87,sample3_thresholded.tif,188.013,0.818,1.427,0.701,0.932
88,sample3_thresholded.tif,157.170,0.776,1.800,0.556,0.921
89,sample3_thresholded.tif,240.825,0.854,1.535,0.651,0.948
90,sample3_thresholded.tif,169.000,0.893,1.295,0.772,0.942
91,sample3_thresholded.tif,388.278,0.622,2.735,0.366,0.913
92,sample3_thresholded.tif,154.213,0.782,2.004,0.499,0.917
93,sample3_thresholded.tif,157.170,0.808,1.530,0.654,0.927
94,sample3_thresholded.tif,193.083,0.901,1.231,0.813,0.947
95,sample3_thresholded.tif,200.688,0.833,1.543,0.648,0.935
96,sample3_thresholded.tif,309.693,0.890,1.203,0.831,0.954
97,sample3_thresholded.tif,139.425,0.807,1.745,0.573,0.926
98,sample3_thresholded.tif,151.678,0.910,1.281,0.780,0.943
99,sample3_thresholded.tif,155.058,0.723,2.242,0.446,0.923
100,sample3_thresholded.tif,161.818,0.835,1.260,0.793,0.936
101,sample3_thresholded.tif,77.318,0.849,1.150,0.870,0.931
102,sample3_thresholded.tif,184.210,0.804,1.404,0.712,0.908
103,sample3_thresholded.tif,109.850,0.765,1.770,0.565,0.915
104,sample3_thresholded.tif,141.115,0.925,1.243,0.804,0.946
105,sample3_thresholded.tif,180.830,0.869,1.360,0.735,0.942
106,sample3_thresholded.tif,289.413,0.833,1.457,0.686,0.929
107,sample3_thresholded.tif,389.123,0.810,1.603,0.624,0.944
108,sample3_thresholded.tif,176.183,0.824,1.428,0.700,0.923
109,sample3_thresholded.tif,99.288,0.784,1.926,0.519,0.902
110,sample3_thresholded.tif,37.603,0.861,1.310,0.763,0.890
111,sample3_thresholded.tif,168.155,0.785,1.717,0.582,0.915
112,sample3_thresholded.tif,303.355,0.682,1.570,0.637,0.867
113,sample3_thresholded.tif,315.608,0.810,1.621,0.617,0.937
114,sample3_thresholded.tif,208.715,0.804,1.642,0.609,0.929
115,sample3_thresholded.tif,180.408,0.905,1.294,0.773,0.949
116,sample3_thresholded.tif,163.508,0.796,1.737,0.576,0.923
117,sample3_thresholded.tif,25.350,0.993,1.080,0.926,0.930
118,sample3_thresholded.tif,151.255,0.817,1.649,0.607,0.935
119,sample3_thresholded.tif,126.328,0.864,1.310,0.763,0.933
120,sample3_thresholded.tif,128.440,0.701,2.332,0.429,0.916
121,sample3_thresholded.tif,10.140,0.941,1.114,0.898,0.889
122,sample3_thresholded.tif,177.028,0.828,1.514,0.661,0.920
123,sample3_thresholded.tif,134.778,0.862,1.402,0.713,0.927
124,sample3_thresholded.tif,452.075,0.624,1.773,0.564,0.855
125,sample3_thresholded.tif,265.753,0.837,1.157,0.864,0.931
126,sample3_thresholded.tif,171.535,0.791,1.736,0.576,0.919
127,sample3_thresholded.tif,218.433,0.822,1.214,0.824,0.922
128,sample3_thresholded.tif,150.410,0.557,1.787,0.559,0.857
129,sample3_thresholded.tif,149.988,0.837,1.518,0.659,0.931
130,sample3_thresholded.tif,155.480,0.770,1.509,0.663,0.912
131,sample3_thresholded.tif,294.483,0.788,1.328,0.753,0.907
132,sample3_thresholded.tif,32.110,0.930,1.142,0.876,0.894
133,sample3_thresholded.tif,165.620,0.831,1.566,0.638,0.934
134,sample3_thresholded.tif,159.705,0.803,1.721,0.581,0.919
135,sample3_thresholded.tif,150.833,0.805,1.170,0.854,0.910
136,sample3_thresholded.tif,141.115,0.852,1.609,0.621,0.934
137,sample3_thresholded.tif,354.478,0.748,1.814,0.551,0.919
138,sample3_thresholded.tif,43.518,0.794,1.871,0.534,0.896
139,sample3_thresholded.tif,171.535,0.837,1.661,0.602,0.930
140,sample3_thresholded.tif,221.390,0.867,1.304,0.767,0.944
141,sample3_thresholded.tif,175.760,0.845,1.357,0.737,0.932
142,sample3_thresholded.tif,177.450,0.818,1.593,0.628,0.938
143,sample3_thresholded.tif,162.240,0.871,1.409,0.710,0.933
144,sample3_thresholded.tif,20.280,0.967,1.149,0.870,0.897
145,sample3_thresholded.tif,133.088,0.743,1.993,0.502,0.913
146,sample3_thresholded.tif,161.395,0.744,1.774,0.564,0.906
147,sample3_thresholded.tif,140.270,0.891,1.237,0.808,0.934
148,sample3_thresholded.tif,170.690,0.734,1.544,0.648,0.917
149,sample3_thresholded.tif,162.240,0.858,1.531,0.653,0.937
150,sample3_thresholded.tif,165.620,0.870,1.601,0.625,0.946
151,sample3_thresholded.tif,217.165,0.865,1.450,0.690,0.940
152,sample3_thresholded.tif,153.790,0.839,1.678,0.596,0.930
153,sample3_thresholded.tif,356.590,0.754,1.228,0.814,0.906
154,sample3_thresholded.tif,275.470,0.836,1.739,0.575,0.962
155,sample3_thresholded.tif,160.128,0.854,1.370,0.730,0.931
156,sample3_thresholded.tif,171.535,0.901,1.343,0.745,0.946
157,sample3_thresholded.tif,164.775,0.852,1.505,0.665,0.933
158,sample3_thresholded.tif,163.930,0.853,1.493,0.670,0.938
159,sample3_thresholded.tif,176.183,0.852,1.246,0.802,0.935
160,sample3_thresholded.tif,149.143,0.834,1.687,0.593,0.929
161,sample3_thresholded.tif,181.253,0.727,1.868,0.535,0.903
162,sample3_thresholded.tif,317.298,0.918,1.155,0.866,0.960
163,sample3_thresholded.tif,174.070,0.920,1.382,0.724,0.955
164,sample3_thresholded.tif,111.118,0.673,1.936,0.517,0.899
165,sample3_thresholded.tif,124.215,0.835,1.148,0.871,0.929
166,sample3_thresholded.tif,192.660,0.817,1.675,0.597,0.928
167,sample3_thresholded.tif,350.675,0.716,1.999,0.500,0.911
168,sample3_thresholded.tif,328.283,0.861,1.273,0.785,0.948
169,sample3_thresholded.tif,115.765,0.858,1.599,0.625,0.935
170,sample3_thresholded.tif,132.665,0.901,1.419,0.705,0.943
171,sample3_thresholded.tif,100.555,0.906,1.082,0.925,0.939
172,sample3_thresholded.tif,183.365,0.895,1.197,0.835,0.935
173,sample3_thresholded.tif,194.350,0.876,1.369,0.731,0.942
174,sample3_thresholded.tif,133.510,0.884,1.287,0.777,0.924
175,sample3_thresholded.tif,127.173,0.902,1.229,0.813,0.933
176,sample3_thresholded.tif,144.918,0.849,1.383,0.723,0.920
177,sample3_thresholded.tif,184.633,0.851,1.480,0.676,0.933
178,sample3_thresholded.tif,182.520,0.744,1.794,0.557,0.900
179,sample3_thresholded.tif,147.875,0.810,1.692,0.591,0.949
180,sample3_thresholded.tif,378.983,0.693,1.441,0.694,0.887
181,sample3_thresholded.tif,175.338,0.879,1.503,0.665,0.951
182,sample3_thresholded.tif,171.958,0.923,1.242,0.805,0.948
183,sample3_thresholded.tif,155.480,0.752,1.977,0.506,0.922
184,sample3_thresholded.tif,150.410,0.800,1.610,0.621,0.923
185,sample3_thresholded.tif,130.130,0.841,1.515,0.660,0.919
186,sample3_thresholded.tif,166.888,0.837,1.406,0.711,0.921
187,sample3_thresholded.tif,176.605,0.867,1.303,0.767,0.932
188,sample3_thresholded.tif,268.710,0.587,2.016,0.496,0.855
189,sample3_thresholded.tif,351.520,0.675,1.796,0.557,0.878
190,sample3_thresholded.tif,201.533,0.853,1.393,0.718,0.922
191,sample3_thresholded.tif,180.830,0.856,1.580,0.633,0.943
192,sample3_thresholded.tif,107.738,0.892,1.342,0.745,0.931
193,sample3_thresholded.tif,163.508,0.827,1.634,0.612,0.914
194,sample3_thresholded.tif,348.985,0.746,1.967,0.508,0.941
195,sample3_thresholded.tif,28.308,1.000,1.022,0.978,0.937
196,sample3_thresholded.tif,425.458,0.828,1.131,0.884,0.938
197,sample3_thresholded.tif,173.648,0.912,1.188,0.841,0.942
198,sample3_thresholded.tif,83.233,0.723,1.960,0.510,0.908
199,sample3_thresholded.tif,141.115,0.881,1.465,0.683,0.941
200,sample3_thresholded.tif,133.933,0.903,1.367,0.732,0.936
201,sample3_thresholded.tif,186.745,0.764,1.549,0.646,0.906
202,sample3_thresholded.tif,142.383,0.767,1.893,0.528,0.902
203,sample3_thresholded.tif,155.058,0.915,1.423,0.703,0.951
204,sample3_thresholded.tif,198.575,0.835,1.547,0.646,0.943
205,sample3_thresholded.tif,201.533,0.820,1.651,0.606,0.931
206,sample3_thresholded.tif,149.988,0.805,1.655,0.604,0.926
207,sample3_thresholded.tif,133.088,0.809,1.658,0.603,0.917
208,sample3_thresholded.tif,27.463,0.871,1.519,0.658,0.855
209,sample3_thresholded.tif,174.915,0.823,1.728,0.579,0.930
210,sample3_thresholded.tif,177.873,0.753,1.715,0.583,0.926
211,sample3_thresholded.tif,177.028,0.901,1.305,0.766,0.947
212,sample3_thresholded.tif,327.015,0.809,1.492,0.670,0.930
213,sample3_thresholded.tif,146.185,0.810,1.749,0.572,0.934
214,sample3_thresholded.tif,103.513,0.664,2.081,0.481,0.858
215,sample3_thresholded.tif,206.180,0.812,1.350,0.741,0.900
216,sample3_thresholded.tif,380.250,0.643,2.417,0.414,0.887
217,sample3_thresholded.tif,220.968,0.821,1.413,0.707,0.940
218,sample3_thresholded.tif,177.028,0.851,1.600,0.625,0.935
219,sample3_thresholded.tif,169.423,0.826,1.684,0.594,0.937
220,sample3_thresholded.tif,21.970,0.831,1.105,0.905,0.846
221,sample3_thresholded.tif,390.813,0.703,1.553,0.644,0.882
222,sample3_thresholded.tif,196.463,0.827,1.498,0.667,0.924
223,sample3_thresholded.tif,120.835,0.768,1.723,0.580,0.904
224,sample3_thresholded.tif,189.703,0.885,1.451,0.689,0.945
225,sample3_thresholded.tif,179.140,0.715,1.965,0.509,0.919
226,sample3_thresholded.tif,181.253,0.864,1.318,0.759,0.943
227,sample3_thresholded.tif,161.395,0.697,2.122,0.471,0.913
228,sample3_thresholded.tif,174.070,0.789,1.933,0.517,0.937
229,sample3_thresholded.tif,164.775,0.811,1.880,0.532,0.925
230,sample3_thresholded.tif,373.068,0.847,1.240,0.807,0.948
231,sample3_thresholded.tif,191.393,0.852,1.517,0.659,0.936
232,sample3_thresholded.tif,148.720,0.817,1.774,0.564,0.936
233,sample3_thresholded.tif,190.970,0.810,1.648,0.607,0.928
234,sample3_thresholded.tif,98.443,0.872,1.427,0.701,0.925
235,sample3_thresholded.tif,368.843,0.677,1.845,0.542,0.894
236,sample3_thresholded.tif,111.963,0.729,2.060,0.485,0.900
237,sample3_thresholded.tif,178.718,0.885,1.135,0.881,0.939
238,sample3_thresholded.tif,155.480,0.923,1.261,0.793,0.950
239,sample3_thresholded.tif,156.748,0.816,1.591,0.629,0.929
240,sample3_thresholded.tif,174.493,0.870,1.338,0.747,0.929
241,sample3_thresholded.tif,172.803,0.806,1.731,0.578,0.930
242,sample3_thresholded.tif,207.448,0.873,1.330,0.752,0.935
243,sample3_thresholded.tif,139.425,0.814,1.751,0.571,0.944
244,sample3_thresholded.tif,223.080,0.750,1.870,0.535,0.917
245,sample3_thresholded.tif,132.665,0.828,1.492,0.670,0.919
246,sample3_thresholded.tif,367.153,0.595,1.850,0.540,0.884
247,sample3_thresholded.tif,171.535,0.868,1.584,0.631,0.938
248,sample3_thresholded.tif,174.070,0.873,1.321,0.757,0.931
249,sample3_thresholded.tif,42.250,0.847,1.367,0.731,0.866
250,sample3_thresholded.tif,164.775,0.797,1.648,0.607,0.932
251,sample3_thresholded.tif,290.258,0.897,1.331,0.751,0.959
252,sample3_thresholded.tif,176.183,0.775,1.541,0.649,0.901
253,sample3_thresholded.tif,155.480,0.702,1.073,0.932,0.880
254,sample3_thresholded.tif,419.543,0.764,1.405,0.712,0.899
255,sample3_thresholded.tif,204.490,0.825,1.094,0.914,0.927
256,sample3_thresholded.tif,155.058,0.822,1.439,0.695,0.913
257,sample3_thresholded.tif,100.555,0.803,1.715,0.583,0.919
258,sample3_thresholded.tif,239.558,0.840,1.616,0.619,0.941
259,sample3_thresholded.tif,147.030,0.842,1.581,0.633,0.924
260,sample3_thresholded.tif,178.295,0.894,1.341,0.746,0.947
261,sample3_thresholded.tif,188.013,0.818,1.495,0.669,0.925
262,sample3_thresholded.tif,165.198,0.751,2.014,0.497,0.918
263,sample3_thresholded.tif,179.563,0.840,1.625,0.616,0.926
264,sample3_thresholded.tif,308.003,0.821,1.420,0.704,0.942
265,sample3_thresholded.tif,152.523,0.814,1.384,0.723,0.923
266,sample3_thresholded.tif,327.860,0.815,1.579,0.633,0.945
267,sample3_thresholded.tif,154.635,0.863,1.631,0.613,0.945
268,sample3_thresholded.tif,217.588,0.857,1.427,0.701,0.936
269,sample3_thresholded.tif,91.683,0.796,1.577,0.634,0.914
270,sample3_thresholded.tif,210.405,0.759,1.681,0.595,0.923
271,sample3_thresholded.tif,154.213,0.810,1.636,0.611,0.917
272,sample3_thresholded.tif,166.465,0.894,1.324,0.755,0.937
273,sample3_thresholded.tif,343.915,0.847,1.563,0.640,0.950
274,sample3_thresholded.tif,115.343,0.877,1.392,0.718,0.935
275,sample3_thresholded.tif,344.338,0.874,1.390,0.720,0.950
276,sample3_thresholded.tif,329.550,0.819,1.666,0.600,0.947
277,sample3_thresholded.tif,196.463,0.893,1.090,0.918,0.941
278,sample3_thresholded.tif,177.028,0.869,1.398,0.715,0.937
279,sample3_thresholded.tif,480.383,0.771,1.195,0.837,0.920
280,sample3_thresholded.tif,167.733,0.799,1.604,0.624,0.924
281,sample3_thresholded.tif,297.018,0.819,1.459,0.685,0.936
282,sample3_thresholded.tif,147.453,0.872,1.464,0.683,0.934
283,sample3_thresholded.tif,177.873,0.589,2.888,0.346,0.919
284,sample3_thresholded.tif,10.140,0.916,1.550,0.645,0.857
285,sample3_thresholded.tif,146.608,0.826,1.263,0.791,0.928
286,sample3_thresholded.tif,160.973,0.807,1.583,0.632,0.926
287,sample3_thresholded.tif,180.830,0.418,3.743,0.267,0.859
288,sample3_thresholded.tif,159.283,0.855,1.545,0.647,0.937
289,sample3_thresholded.tif,92.528,0.720,1.370,0.730,0.866
290,sample3_thresholded.tif,181.675,0.837,1.433,0.698,0.926
291,sample3_thresholded.tif,144.918,0.727,2.041,0.490,0.927
292,sample3_thresholded.tif,190.125,0.827,1.578,0.634,0.935
293,sample3_thresholded.tif,194.350,0.876,1.492,0.670,0.951
294,sample3_thresholded.tif,174.070,0.849,1.431,0.699,0.928
295,sample3_thresholded.tif,292.370,0.868,1.420,0.704,0.953
296,sample3_thresholded.tif,116.610,0.733,1.472,0.680,0.912
297,sample3_thresholded.tif,176.605,0.849,1.524,0.656,0.937
298,sample3_thresholded.tif,171.113,0.762,1.595,0.627,0.916
299,sample3_thresholded.tif,183.365,0.845,1.622,0.616,0.926
300,sample3_thresholded.tif,360.393,0.885,1.077,0.928,0.944
301,sample3_thresholded.tif,158.860,0.827,1.399,0.715,0.932
302,sample3_thresholded.tif,238.713,0.669,1.858,0.538,0.895
303,sample3_thresholded.tif,177.028,0.838,1.495,0.669,0.927
304,sample3_thresholded.tif,183.365,0.771,1.841,0.543,0.929
305,sample3_thresholded.tif,168.155,0.897,1.300,0.769,0.938
306,sample3_thresholded.tif,187.168,0.881,1.237,0.809,0.947
307,sample3_thresholded.tif,187.590,0.857,1.267,0.789,0.931
308,sample3_thresholded.tif,174.493,0.809,1.660,0.602,0.929
309,sample3_thresholded.tif,444.048,0.703,1.171,0.854,0.890
310,sample3_thresholded.tif,208.293,0.788,1.575,0.635,0.920
311,sample3_thresholded.tif,166.043,0.810,1.492,0.670,0.915
312,sample3_thresholded.tif,177.450,0.904,1.424,0.702,0.945
313,sample3_thresholded.tif,143.650,0.856,1.562,0.640,0.932
314,sample3_thresholded.tif,152.945,0.829,1.542,0.648,0.916
315,sample3_thresholded.tif,331.240,0.841,1.479,0.676,0.951
316,sample3_thresholded.tif,180.408,0.774,1.472,0.679,0.919
317,sample3_thresholded.tif,152.523,0.843,1.289,0.776,0.923
318,sample3_thresholded.tif,208.293,0.820,1.586,0.631,0.925
319,sample3_thresholded.tif,187.590,0.883,1.031,0.970,0.930
320,sample3_thresholded.tif,172.803,0.874,1.479,0.676,0.937
321,sample3_thresholded.tif,253.078,0.827,1.459,0.685,0.928
322,sample3_thresholded.tif,21.125,0.944,1.424,0.702,0.893
323,sample3_thresholded.tif,159.705,0.891,1.108,0.903,0.933
324,sample3_thresholded.tif,178.295,0.870,1.458,0.686,0.940
325,sample3_thresholded.tif,176.183,0.805,1.710,0.585,0.938
326,sample3_thresholded.tif,151.678,0.895,1.472,0.680,0.946
327,sample3_thresholded.tif,185.900,0.748,1.973,0.507,0.914
328,sample3_thresholded.tif,179.985,0.876,1.537,0.651,0.950
329,sample3_thresholded.tif,343.070,0.691,2.262,0.442,0.903
330,sample3_thresholded.tif,185.055,0.903,1.303,0.768,0.950
331,sample3_thresholded.tif,159.705,0.860,1.284,0.779,0.925
332,sample3_thresholded.tif,355.323,0.672,2.284,0.438,0.914
333,sample3_thresholded.tif,327.015,0.847,1.456,0.687,0.950
334,sample3_thresholded.tif,149.143,0.883,1.319,0.758,0.959
335,sample3_thresholded.tif,133.510,0.878,1.337,0.748,0.924
336,sample3_thresholded.tif,160.973,0.717,1.535,0.651,0.899
337,sample3_thresholded.tif,170.690,0.825,1.744,0.573,0.942
338,sample3_thresholded.tif,321.523,0.857,1.417,0.706,0.945
339,sample3_thresholded.tif,280.963,0.749,1.277,0.783,0.905
340,sample3_thresholded.tif,198.998,0.805,1.788,0.559,0.930
341,sample3_thresholded.tif,352.365,0.655,1.663,0.601,0.876
342,sample3_thresholded.tif,17.323,0.928,1.318,0.759,0.882
343,sample3_thresholded.tif,184.210,0.840,1.512,0.662,0.937
344,sample3_thresholded.tif,108.583,0.820,1.640,0.610,0.921
345,sample3_thresholded.tif,186.323,0.846,1.580,0.633,0.936
346,sample3_thresholded.tif,134.778,0.757,1.971,0.507,0.914
347,sample3_thresholded.tif,175.760,0.803,1.752,0.571,0.924
348,sample3_thresholded.tif,155.480,0.736,1.929,0.518,0.917
349,sample3_thresholded.tif,200.265,0.806,1.671,0.598,0.929
350,sample3_thresholded.tif,100.978,0.850,1.694,0.590,0.943
351,sample3_thresholded.tif,175.338,0.820,1.196,0.836,0.918
352,sample3_thresholded.tif,144.073,0.804,1.323,0.756,0.913
353,sample3_thresholded.tif,185.900,0.850,1.529,0.654,0.940
354,sample3_thresholded.tif,191.815,0.890,1.372,0.729,0.948
355,sample3_thresholded.tif,276.315,0.732,1.425,0.702,0.908
356,sample3_thresholded.tif,180.408,0.815,1.337,0.748,0.920
357,sample3_thresholded.tif,167.733,0.881,1.301,0.769,0.932
358,sample3_thresholded.tif,177.028,0.936,1.103,0.906,0.951
359,sample3_thresholded.tif,177.450,0.797,1.784,0.560,0.941
360,sample3_thresholded.tif,196.463,0.769,1.971,0.507,0.924
361,sample3_thresholded.tif,179.140,0.861,1.350,0.741,0.938
362,sample3_thresholded.tif,128.863,0.648,1.421,0.704,0.879
363,sample3_thresholded.tif,186.323,0.852,1.534,0.652,0.939
364,sample3_thresholded.tif,156.748,0.798,1.249,0.801,0.899
365,sample3_thresholded.tif,179.140,0.780,1.120,0.893,0.899
366,sample3_thresholded.tif,329.973,0.748,1.667,0.600,0.924
367,sample3_thresholded.tif,300.398,0.801,1.285,0.778,0.925
368,sample3_thresholded.tif,128.440,0.690,1.936,0.517,0.903
369,sample3_thresholded.tif,183.365,0.833,1.507,0.663,0.931
370,sample3_thresholded.tif,175.760,0.848,1.146,0.872,0.936
371,sample3_thresholded.tif,212.095,0.875,1.470,0.680,0.941
372,sample3_thresholded.tif,215.898,0.714,1.573,0.636,0.889
373,sample3_thresholded.tif,271.668,0.850,1.338,0.747,0.944
374,sample3_thresholded.tif,192.660,0.829,1.553,0.644,0.931
375,sample3_thresholded.tif,133.933,0.740,1.750,0.571,0.879
376,sample3_thresholded.tif,160.550,0.882,1.435,0.697,0.929
377,sample3_thresholded.tif,363.350,0.805,1.273,0.786,0.928
378,sample3_thresholded.tif,178.295,0.844,1.500,0.667,0.939
379,sample3_thresholded.tif,101.823,0.814,1.617,0.618,0.911
380,sample3_thresholded.tif,195.195,0.810,1.492,0.670,0.932
381,sample3_thresholded.tif,183.788,0.845,1.424,0.702,0.935
382,sample3_thresholded.tif,177.873,0.787,1.314,0.761,0.920
383,sample3_thresholded.tif,182.943,0.780,1.761,0.568,0.927
384,sample3_thresholded.tif,207.025,0.871,1.319,0.758,0.941
385,sample3_thresholded.tif,300.398,0.883,1.176,0.850,0.945
386,sample3_thresholded.tif,119.568,0.820,1.521,0.657,0.917
387,sample3_thresholded.tif,191.393,0.850,1.609,0.621,0.940
388,sample3_thresholded.tif,182.520,0.788,1.875,0.533,0.927
389,sample3_thresholded.tif,201.533,0.877,1.469,0.681,0.946
390,sample3_thresholded.tif,203.223,0.838,1.532,0.653,0.929
391,sample3_thresholded.tif,511.225,0.752,1.386,0.722,0.923
392,sample3_thresholded.tif,205.335,0.835,1.685,0.594,0.953
393,sample3_thresholded.tif,169.000,0.868,1.515,0.660,0.939
394,sample3_thresholded.tif,280.963,0.769,1.672,0.598,0.932
395,sample3_thresholded.tif,168.578,0.833,1.603,0.624,0.937
396,sample3_thresholded.tif,208.715,0.871,1.342,0.745,0.948
397,sample3_thresholded.tif,207.448,0.880,1.382,0.724,0.935
398,sample3_thresholded.tif,141.538,0.790,1.729,0.578,0.920
399,sample3_thresholded.tif,300.820,0.874,1.409,0.710,0.950
400,sample3_thresholded.tif,165.198,0.860,1.677,0.596,0.951
401,sample3_thresholded.tif,151.255,0.831,1.738,0.575,0.940
402,sample3_thresholded.tif,160.550,0.882,1.414,0.707,0.944
403,sample3_thresholded.tif,194.350,0.868,1.693,0.591,0.958
404,sample3_thresholded.tif,198.575,0.757,1.917,0.522,0.933
405,sample3_thresholded.tif,333.353,0.692,2.135,0.468,0.933
406,sample3_thresholded.tif,206.603,0.841,1.514,0.661,0.944
407,sample3_thresholded.tif,182.098,0.850,1.425,0.702,0.932
408,sample3_thresholded.tif,320.255,0.645,2.634,0.380,0.912
409,sample3_thresholded.tif,168.578,0.755,1.697,0.589,0.908
410,sample3_thresholded.tif,188.435,0.876,1.333,0.750,0.933
