 ,Label,Area,Circ.,AR,Round,Solidity
64,sample2_thresholded.tif,89.570,0.916,1.229,0.814,0.926
65,sample2_thresholded.tif,206.603,0.798,1.248,0.801,0.893
66,sample2_thresholded.tif,47.320,0.699,1.485,0.674,0.855
67,sample2_thresholded.tif,156.748,0.786,1.391,0.719,0.919
68,sample2_thresholded.tif,141.960,0.645,1.726,0.579,0.878
69,sample2_thresholded.tif,137.313,0.858,1.120,0.893,0.927
70,sample2_thresholded.tif,316.453,0.730,1.677,0.596,0.884
71,sample2_thresholded.tif,94.640,0.808,1.455,0.687,0.894
72,sample2_thresholded.tif,217.588,0.751,1.409,0.710,0.920
73,sample2_thresholded.tif,427.148,0.852,1.198,0.835,0.948
74,sample2_thresholded.tif,213.785,0.863,1.222,0.818,0.928
75,sample2_thresholded.tif,138.580,0.911,1.109,0.902,0.937
76,sample2_thresholded.tif,226.038,0.850,1.175,0.851,0.930
77,sample2_thresholded.tif,158.015,0.733,1.848,0.541,0.914
78,sample2_thresholded.tif,151.255,0.800,1.508,0.663,0.920
79,sample2_thresholded.tif,152.523,0.830,1.269,0.788,0.932
80,sample2_thresholded.tif,148.720,0.822,1.260,0.793,0.928
81,sample2_thresholded.tif,110.273,0.881,1.362,0.734,0.917
82,sample2_thresholded.tif,151.255,0.863,1.313,0.761,0.931
83,sample2_thresholded.tif,220.968,0.765,1.767,0.566,0.927
84,sample2_thresholded.tif,245.895,0.638,1.924,0.520,0.876
85,sample2_thresholded.tif,452.075,0.642,2.602,0.384,0.900
86,sample2_thresholded.tif,468.975,0.452,1.463,0.684,0.767
87,sample2_thresholded.tif,58.305,0.598,1.817,0.550,0.812
88,sample2_thresholded.tif,297.018,0.819,1.537,0.651,0.925
89,sample2_thresholded.tif,372.645,0.855,1.520,0.658,0.951
90,sample2_thresholded.tif,252.233,0.760,1.379,0.725,0.932
91,sample2_thresholded.tif,158.860,0.816,1.371,0.729,0.930
92,sample2_thresholded.tif,192.660,0.811,1.621,0.617,0.933
93,sample2_thresholded.tif,144.073,0.811,1.372,0.729,0.915
94,sample2_thresholded.tif,94.640,0.856,1.391,0.719,0.918
95,sample2_thresholded.tif,84.500,0.734,1.065,0.939,0.895
96,sample2_thresholded.tif,160.128,0.885,1.327,0.754,0.936
97,sample2_thresholded.tif,278.428,0.771,1.747,0.572,0.938
98,sample2_thresholded.tif,265.330,0.887,1.271,0.787,0.948
99,sample2_thresholded.tif,138.158,0.735,1.763,0.567,0.886
100,sample2_thresholded.tif,110.695,0.765,1.731,0.578,0.902
101,sample2_thresholded.tif,206.603,0.803,1.157,0.865,0.911
102,sample2_thresholded.tif,160.128,0.846,1.417,0.706,0.931
103,sample2_thresholded.tif,280.540,0.859,1.350,0.741,0.951
104,sample2_thresholded.tif,179.140,0.743,1.564,0.639,0.892
105,sample2_thresholded.tif,175.760,0.815,1.548,0.646,0.924
106,sample2_thresholded.tif,21.970,0.766,1.417,0.706,0.825
107,sample2_thresholded.tif,188.435,0.834,1.378,0.726,0.929
108,sample2_thresholded.tif,86.613,0.806,1.206,0.829,0.905
109,sample2_thresholded.tif,168.155,0.747,1.296,0.771,0.907
110,sample2_thresholded.tif,224.348,0.822,1.365,0.732,0.932
111,sample2_thresholded.tif,348.563,0.737,1.821,0.549,0.941
112,sample2_thresholded.tif,333.353,0.784,1.755,0.570,0.941
113,sample2_thresholded.tif,326.170,0.807,1.571,0.637,0.945
114,sample2_thresholded.tif,266.175,0.799,1.155,0.866,0.909
115,sample2_thresholded.tif,197.308,0.889,1.157,0.864,0.942
116,sample2_thresholded.tif,154.635,0.844,1.452,0.689,0.932
117,sample2_thresholded.tif,160.550,0.882,1.516,0.660,0.941
118,sample2_thresholded.tif,46.475,0.652,2.249,0.445,0.863
119,sample2_thresholded.tif,177.873,0.734,1.321,0.757,0.925
120,sample2_thresholded.tif,163.930,0.845,1.637,0.611,0.957
121,sample2_thresholded.tif,136.045,0.827,1.514,0.660,0.940
122,sample2_thresholded.tif,327.860,0.732,1.368,0.731,0.890
123,sample2_thresholded.tif,166.888,0.842,1.639,0.610,0.956
124,sample2_thresholded.tif,86.190,0.844,1.414,0.707,0.913
125,sample2_thresholded.tif,174.493,0.864,1.596,0.627,0.941
126,sample2_thresholded.tif,238.713,0.724,1.882,0.531,0.919
127,sample2_thresholded.tif,8.873,0.500,1.409,0.710,0.700
128,sample2_thresholded.tif,168.578,0.822,1.478,0.677,0.926
129,sample2_thresholded.tif,341.803,0.795,1.423,0.703,0.912
130,sample2_thresholded.tif,23.238,0.737,1.512,0.661,0.815
131,sample2_thresholded.tif,185.478,0.824,1.607,0.622,0.939
132,sample2_thresholded.tif,236.178,0.777,1.595,0.627,0.943
133,sample2_thresholded.tif,158.015,0.843,1.471,0.680,0.932
134,sample2_thresholded.tif,336.310,0.663,1.613,0.620,0.853
135,sample2_thresholded.tif,143.650,0.807,1.699,0.589,0.926
136,sample2_thresholded.tif,166.043,0.886,1.262,0.792,0.931
137,sample2_thresholded.tif,147.875,0.887,1.145,0.873,0.922
138,sample2_thresholded.tif,231.953,0.901,1.194,0.838,0.949
139,sample2_thresholded.tif,182.943,0.904,1.170,0.855,0.943
140,sample2_thresholded.tif,297.440,0.696,2.176,0.460,0.926
141,sample2_thresholded.tif,263.640,0.730,1.220,0.819,0.903
142,sample2_thresholded.tif,10.985,0.854,1.381,0.724,0.852
143,sample2_thresholded.tif,215.475,0.706,1.235,0.810,0.889
144,sample2_thresholded.tif,70.135,0.773,1.728,0.579,0.883
145,sample2_thresholded.tif,36.758,0.493,1.921,0.521,0.737
146,sample2_thresholded.tif,112.385,0.811,1.362,0.734,0.917
147,sample2_thresholded.tif,112.385,0.737,1.454,0.688,0.905
148,sample2_thresholded.tif,169.000,0.888,1.313,0.762,0.937
149,sample2_thresholded.tif,182.520,0.864,1.362,0.734,0.934
150,sample2_thresholded.tif,116.610,0.911,1.430,0.699,0.952
151,sample2_thresholded.tif,120.413,0.854,1.335,0.749,0.922
152,sample2_thresholded.tif,8.450,0.541,2.146,0.466,0.714
153,sample2_thresholded.tif,173.225,0.799,1.532,0.653,0.912
154,sample2_thresholded.tif,149.143,0.834,1.222,0.819,0.901
155,sample2_thresholded.tif,233.220,0.757,1.504,0.665,0.911
156,sample2_thresholded.tif,131.820,0.831,1.492,0.670,0.914
157,sample2_thresholded.tif,143.228,0.879,1.468,0.681,0.939
158,sample2_thresholded.tif,83.233,0.870,1.426,0.701,0.910
159,sample2_thresholded.tif,166.043,0.798,1.348,0.742,0.917
160,sample2_thresholded.tif,144.495,0.791,1.864,0.537,0.937
161,sample2_thresholded.tif,147.030,0.871,1.291,0.775,0.953
162,sample2_thresholded.tif,340.113,0.798,1.281,0.780,0.917
163,sample2_thresholded.tif,182.943,0.808,1.494,0.669,0.924
164,sample2_thresholded.tif,250.543,0.827,1.285,0.778,0.928
165,sample2_thresholded.tif,164.775,0.899,1.293,0.773,0.938
166,sample2_thresholded.tif,355.745,0.777,1.354,0.738,0.897
167,sample2_thresholded.tif,117.878,0.784,1.870,0.535,0.921
168,sample2_thresholded.tif,216.320,0.847,1.322,0.756,0.933
169,sample2_thresholded.tif,147.030,0.751,1.224,0.817,0.887
170,sample2_thresholded.tif,340.113,0.887,1.175,0.851,0.958
171,sample2_thresholded.tif,212.518,0.837,1.351,0.740,0.932
172,sample2_thresholded.tif,355.323,0.664,1.967,0.508,0.882
173,sample2_thresholded.tif,431.373,0.749,1.671,0.599,0.934
174,sample2_thresholded.tif,9.295,0.768,1.315,0.760,0.772
175,sample2_thresholded.tif,198.153,0.850,1.124,0.890,0.925
176,sample2_thresholded.tif,177.873,0.900,1.306,0.766,0.941
177,sample2_thresholded.tif,429.260,0.647,1.662,0.602,0.873
178,sample2_thresholded.tif,167.733,0.825,1.374,0.728,0.919
179,sample2_thresholded.tif,28.308,0.791,1.155,0.866,0.876
180,sample2_thresholded.tif,143.650,0.798,1.730,0.578,0.914
181,sample2_thresholded.tif,190.548,0.800,1.449,0.690,0.926
182,sample2_thresholded.tif,11.830,0.634,1.805,0.554,0.737
183,sample2_thresholded.tif,133.933,0.842,1.585,0.631,0.927
184,sample2_thresholded.tif,290.680,0.829,1.259,0.795,0.932
185,sample2_thresholded.tif,186.323,0.771,1.843,0.543,0.937
186,sample2_thresholded.tif,288.990,0.577,1.108,0.903,0.809
187,sample2_thresholded.tif,77.740,0.605,1.942,0.515,0.854
188,sample2_thresholded.tif,150.833,0.855,1.465,0.683,0.928
189,sample2_thresholded.tif,187.590,0.850,1.604,0.623,0.943
190,sample2_thresholded.tif,176.605,0.913,1.231,0.812,0.941
191,sample2_thresholded.tif,190.125,0.795,1.321,0.757,0.917
192,sample2_thresholded.tif,161.818,0.842,1.295,0.772,0.924
193,sample2_thresholded.tif,166.465,0.830,1.680,0.595,0.933
194,sample2_thresholded.tif,136.045,0.719,1.872,0.534,0.906
195,sample2_thresholded.tif,83.233,0.791,1.416,0.706,0.885
196,sample2_thresholded.tif,174.493,0.908,1.301,0.769,0.951
197,sample2_thresholded.tif,32.955,0.817,1.839,0.544,0.862
198,sample2_thresholded.tif,243.783,0.821,1.238,0.808,0.922
199,sample2_thresholded.tif,110.273,0.920,1.258,0.795,0.947
200,sample2_thresholded.tif,239.135,0.818,1.541,0.649,0.936
201,sample2_thresholded.tif,160.128,0.908,1.260,0.794,0.940
202,sample2_thresholded.tif,158.015,0.870,1.400,0.714,0.934
203,sample2_thresholded.tif,174.493,0.826,1.529,0.654,0.928
204,sample2_thresholded.tif,356.168,0.807,1.230,0.813,0.920
205,sample2_thresholded.tif,92.950,0.902,1.067,0.937,0.919
206,sample2_thresholded.tif,181.253,0.915,1.332,0.750,0.954
207,sample2_thresholded.tif,50.278,0.509,2.022,0.495,0.826
208,sample2_thresholded.tif,163.930,0.855,1.476,0.677,0.929
209,sample2_thresholded.tif,197.308,0.823,1.569,0.637,0.948
210,sample2_thresholded.tif,347.295,0.682,1.779,0.562,0.868
211,sample2_thresholded.tif,188.013,0.809,1.630,0.614,0.922
212,sample2_thresholded.tif,161.818,0.855,1.568,0.638,0.936
213,sample2_thresholded.tif,302.088,0.612,1.339,0.747,0.839
214,sample2_thresholded.tif,198.998,0.788,1.588,0.630,0.920
215,sample2_thresholded.tif,43.095,0.875,1.213,0.824,0.891
216,sample2_thresholded.tif,433.908,0.576,1.651,0.606,0.832
217,sample2_thresholded.tif,95.485,0.896,1.015,0.985,0.924
218,sample2_thresholded.tif,97.175,0.798,1.194,0.837,0.907
219,sample2_thresholded.tif,153.368,0.870,1.367,0.731,0.933
220,sample2_thresholded.tif,396.728,0.566,2.637,0.379,0.860
221,sample2_thresholded.tif,156.325,0.819,1.313,0.762,0.933
222,sample2_thresholded.tif,173.225,0.882,1.188,0.842,0.944
223,sample2_thresholded.tif,280.540,0.753,1.377,0.726,0.889
224,sample2_thresholded.tif,290.680,0.835,1.296,0.772,0.936
225,sample2_thresholded.tif,180.830,0.867,1.335,0.749,0.943
226,sample2_thresholded.tif,99.288,0.869,1.406,0.711,0.942
227,sample2_thresholded.tif,184.633,0.861,1.254,0.797,0.944
228,sample2_thresholded.tif,137.313,0.881,1.178,0.849,0.921
229,sample2_thresholded.tif,182.943,0.866,1.179,0.848,0.940
230,sample2_thresholded.tif,462.215,0.737,1.818,0.550,0.916
231,sample2_thresholded.tif,165.198,0.740,1.422,0.703,0.900
232,sample2_thresholded.tif,192.238,0.696,2.064,0.485,0.907
233,sample2_thresholded.tif,69.290,0.807,1.241,0.806,0.914
234,sample2_thresholded.tif,191.815,0.828,1.693,0.591,0.940
235,sample2_thresholded.tif,17.323,0.484,2.256,0.443,0.759
236,sample2_thresholded.tif,414.050,0.763,1.253,0.798,0.901
237,sample2_thresholded.tif,119.990,0.817,1.636,0.611,0.912
238,sample2_thresholded.tif,185.055,0.903,1.219,0.820,0.940
239,sample2_thresholded.tif,148.720,0.809,1.242,0.805,0.910
240,sample2_thresholded.tif,124.215,0.776,1.432,0.698,0.912
241,sample2_thresholded.tif,250.120,0.839,1.447,0.691,0.946
242,sample2_thresholded.tif,201.110,0.783,1.384,0.722,0.894
243,sample2_thresholded.tif,207.870,0.880,1.196,0.836,0.943
244,sample2_thresholded.tif,132.665,0.838,1.188,0.842,0.942
245,sample2_thresholded.tif,671.353,0.651,2.374,0.421,0.876
246,sample2_thresholded.tif,320.255,0.817,1.573,0.636,0.939
247,sample2_thresholded.tif,175.338,0.841,1.498,0.668,0.945
248,sample2_thresholded.tif,186.323,0.852,1.499,0.667,0.937
249,sample2_thresholded.tif,337.578,0.693,2.056,0.486,0.921
250,sample2_thresholded.tif,139.003,0.725,1.505,0.664,0.894
251,sample2_thresholded.tif,528.970,0.735,1.921,0.520,0.940
252,sample2_thresholded.tif,168.155,0.806,1.139,0.878,0.926
253,sample2_thresholded.tif,167.310,0.884,1.176,0.851,0.940
254,sample2_thresholded.tif,87.458,0.883,1.170,0.854,0.928
255,sample2_thresholded.tif,185.900,0.850,1.449,0.690,0.933
256,sample2_thresholded.tif,189.280,0.889,1.281,0.781,0.946
257,sample2_thresholded.tif,184.210,0.708,2.192,0.456,0.914
258,sample2_thresholded.tif,425.880,0.768,1.381,0.724,0.926
259,sample2_thresholded.tif,196.885,0.801,1.517,0.659,0.926
260,sample2_thresholded.tif,201.110,0.846,1.454,0.688,0.937
261,sample2_thresholded.tif,343.493,0.770,1.855,0.539,0.937
262,sample2_thresholded.tif,234.910,0.776,1.499,0.667,0.900
263,sample2_thresholded.tif,190.125,0.839,1.382,0.724,0.936
264,sample2_thresholded.tif,162.240,0.865,1.278,0.783,0.931
265,sample2_thresholded.tif,182.943,0.785,1.600,0.625,0.923
266,sample2_thresholded.tif,45.208,0.723,2.082,0.480,0.829
267,sample2_thresholded.tif,179.563,0.858,1.478,0.677,0.941
268,sample2_thresholded.tif,203.645,0.738,1.973,0.507,0.903
269,sample2_thresholded.tif,181.675,0.764,1.977,0.506,0.932
270,sample2_thresholded.tif,178.295,0.875,1.403,0.713,0.941
271,sample2_thresholded.tif,657.833,0.733,1.464,0.683,0.930
272,sample2_thresholded.tif,240.403,0.791,1.019,0.981,0.890
273,sample2_thresholded.tif,652.341,0.798,1.503,0.665,0.955
274,sample2_thresholded.tif,193.928,0.881,1.349,0.741,0.946
275,sample2_thresholded.tif,507.845,0.704,1.593,0.628,0.881
276,sample2_thresholded.tif,169.423,0.844,1.390,0.720,0.926
277,sample2_thresholded.tif,213.785,0.831,1.441,0.694,0.930
278,sample2_thresholded.tif,177.873,0.855,1.356,0.738,0.932
279,sample2_thresholded.tif,170.268,0.851,1.374,0.728,0.920
280,sample2_thresholded.tif,291.103,0.850,1.069,0.935,0.938
281,sample2_thresholded.tif,109.850,0.954,1.193,0.838,0.945
282,sample2_thresholded.tif,522.210,0.629,2.106,0.475,0.866
283,sample2_thresholded.tif,148.720,0.929,1.116,0.896,0.942
284,sample2_thresholded.tif,100.555,0.745,1.433,0.698,0.898
285,sample2_thresholded.tif,84.078,0.547,1.704,0.587,0.762
286,sample2_thresholded.tif,96.330,0.846,1.410,0.709,0.898
287,sample2_thresholded.tif,168.578,0.905,1.178,0.849,0.940
288,sample2_thresholded.tif,420.810,0.740,1.515,0.660,0.910
289,sample2_thresholded.tif,194.350,0.868,1.528,0.654,0.946
290,sample2_thresholded.tif,188.858,0.754,1.882,0.531,0.915
291,sample2_thresholded.tif,353.210,0.663,1.939,0.516,0.900
292,sample2_thresholded.tif,299.553,0.829,1.477,0.677,0.937
293,sample2_thresholded.tif,206.180,0.826,1.704,0.587,0.951
294,sample2_thresholded.tif,165.198,0.799,1.542,0.649,0.902
295,sample2_thresholded.tif,212.940,0.754,1.508,0.663,0.913
296,sample2_thresholded.tif,163.930,0.861,1.212,0.825,0.922
297,sample2_thresholded.tif,166.043,0.820,1.169,0.856,0.909
298,sample2_thresholded.tif,159.705,0.726,1.685,0.594,0.897
299,sample2_thresholded.tif,158.438,0.904,1.137,0.879,0.940
300,sample2_thresholded.tif,185.055,0.895,1.211,0.826,0.941
301,sample2_thresholded.tif,174.070,0.826,1.214,0.823,0.922
302,sample2_thresholded.tif,243.360,0.794,1.366,0.732,0.914
303,sample2_thresholded.tif,177.873,0.906,1.249,0.801,0.939
304,sample2_thresholded.tif,193.928,0.803,1.356,0.738,0.937
305,sample2_thresholded.tif,66.333,0.687,1.325,0.755,0.846
306,sample2_thresholded.tif,197.308,0.847,1.520,0.658,0.942
307,sample2_thresholded.tif,242.938,0.718,1.733,0.577,0.905
308,sample2_thresholded.tif,134.778,0.777,1.900,0.526,0.915
309,sample2_thresholded.tif,192.238,0.910,1.260,0.794,0.950
310,sample2_thresholded.tif,190.125,0.856,1.451,0.689,0.937
311,sample2_thresholded.tif,203.645,0.886,1.257,0.796,0.953
312,sample2_thresholded.tif,177.450,0.759,1.788,0.559,0.920
313,sample2_thresholded.tif,177.873,0.808,1.414,0.707,0.901
314,sample2_thresholded.tif,275.048,0.802,1.239,0.807,0.941
315,sample2_thresholded.tif,165.620,0.833,1.437,0.696,0.919
316,sample2_thresholded.tif,193.928,0.886,1.338,0.748,0.941
317,sample2_thresholded.tif,370.110,0.726,1.982,0.505,0.925
318,sample2_thresholded.tif,77.318,0.735,1.260,0.794,0.861
319,sample2_thresholded.tif,193.083,0.888,1.129,0.885,0.934
320,sample2_thresholded.tif,190.970,0.899,1.409,0.709,0.944
321,sample2_thresholded.tif,196.040,0.896,1.349,0.741,0.944
322,sample2_thresholded.tif,298.708,0.908,1.220,0.819,0.959
323,sample2_thresholded.tif,104.358,0.759,1.701,0.588,0.901
324,sample2_thresholded.tif,122.525,0.747,1.748,0.572,0.899
325,sample2_thresholded.tif,204.913,0.887,1.392,0.718,0.938
326,sample2_thresholded.tif,53.658,0.691,1.663,0.601,0.894
327,sample2_thresholded.tif,257.725,0.812,1.271,0.787,0.933
328,sample2_thresholded.tif,175.760,0.929,1.122,0.891,0.950
329,sample2_thresholded.tif,46.053,0.666,1.106,0.904,0.855
330,sample2_thresholded.tif,148.720,0.901,1.243,0.804,0.932
331,sample2_thresholded.tif,189.280,0.834,1.245,0.803,0.933
332,sample2_thresholded.tif,56.615,0.770,1.554,0.643,0.867
333,sample2_thresholded.tif,176.605,0.886,1.260,0.793,0.946
334,sample2_thresholded.tif,169.000,0.907,1.288,0.777,0.947
335,sample2_thresholded.tif,213.785,0.847,1.585,0.631,0.941
336,sample2_thresholded.tif,190.970,0.848,1.489,0.671,0.943
337,sample2_thresholded.tif,249.698,0.744,1.525,0.656,0.916
338,sample2_thresholded.tif,365.463,0.827,1.366,0.732,0.950
339,sample2_thresholded.tif,325.748,0.752,1.978,0.506,0.918
340,sample2_thresholded.tif,162.240,0.809,1.548,0.646,0.928
341,sample2_thresholded.tif,302.510,0.797,1.216,0.822,0.927
342,sample2_thresholded.tif,152.523,0.882,1.471,0.680,0.958
343,sample2_thresholded.tif,179.563,0.819,1.624,0.616,0.943
344,sample2_thresholded.tif,331.240,0.792,1.252,0.799,0.923
345,sample2_thresholded.tif,179.140,0.904,1.054,0.949,0.953
346,sample2_thresholded.tif,269.978,0.738,1.855,0.539,0.919
347,sample2_thresholded.tif,314.763,0.821,1.286,0.778,0.951
348,sample2_thresholded.tif,313.073,0.813,1.558,0.642,0.938
349,sample2_thresholded.tif,145.763,0.840,1.427,0.701,0.929
350,sample2_thresholded.tif,165.620,0.823,1.278,0.783,0.918
351,sample2_thresholded.tif,18.590,0.613,1.694,0.590,0.786
352,sample2_thresholded.tif,294.483,0.810,1.493,0.670,0.936
353,sample2_thresholded.tif,196.463,0.909,1.177,0.849,0.951
354,sample2_thresholded.tif,172.803,0.529,2.622,0.381,0.824
355,sample2_thresholded.tif,180.830,0.844,1.193,0.838,0.920
356,sample2_thresholded.tif,184.210,0.760,2.053,0.487,0.923
357,sample2_thresholded.tif,176.605,0.849,1.465,0.683,0.928
358,sample2_thresholded.tif,156.748,0.853,1.228,0.815,0.951
359,sample2_thresholded.tif,166.043,0.607,1.963,0.509,0.868
360,sample2_thresholded.tif,593.613,0.635,1.426,0.701,0.899
361,sample2_thresholded.tif,385.743,0.851,1.231,0.812,0.949
362,sample2_thresholded.tif,185.478,0.846,1.217,0.822,0.949
363,sample2_thresholded.tif,180.830,0.704,1.220,0.819,0.883
364,sample2_thresholded.tif,343.915,0.800,1.575,0.635,0.931
365,sample2_thresholded.tif,339.690,0.799,1.617,0.619,0.914
366,sample2_thresholded.tif,354.900,0.865,1.243,0.804,0.953
367,sample2_thresholded.tif,202.378,0.856,1.507,0.664,0.950
368,sample2_thresholded.tif,190.548,0.829,1.109,0.902,0.928
369,sample2_thresholded.tif,243.360,0.527,2.156,0.464,0.819
370,sample2_thresholded.tif,197.730,0.762,1.333,0.750,0.897
371,sample2_thresholded.tif,585.586,0.704,1.698,0.589,0.900
372,sample2_thresholded.tif,181.675,0.818,1.650,0.606,0.937
373,sample2_thresholded.tif,192.660,0.795,1.507,0.663,0.927
374,sample2_thresholded.tif,195.618,0.837,1.498,0.667,0.947
375,sample2_thresholded.tif,177.028,0.942,1.059,0.945,0.963
376,sample2_thresholded.tif,203.223,0.853,1.450,0.690,0.958
377,sample2_thresholded.tif,27.885,0.610,1.359,0.736,0.825
378,sample2_thresholded.tif,370.955,0.633,2.055,0.487,0.862
379,sample2_thresholded.tif,166.465,0.866,1.269,0.788,0.936
380,sample2_thresholded.tif,196.040,0.896,1.212,0.825,0.938
381,sample2_thresholded.tif,132.243,0.889,1.372,0.729,0.944
382,sample2_thresholded.tif,186.745,0.857,1.043,0.958,0.959
383,sample2_thresholded.tif,79.430,0.830,1.324,0.755,0.902
384,sample2_thresholded.tif,191.393,0.880,1.408,0.710,0.945
385,sample2_thresholded.tif,188.435,0.840,1.505,0.664,0.958
386,sample2_thresholded.tif,178.295,0.844,1.536,0.651,0.934
387,sample2_thresholded.tif,177.028,0.901,1.290,0.775,0.945
388,sample2_thresholded.tif,179.140,0.829,1.440,0.694,0.949
389,sample2_thresholded.tif,363.773,0.859,1.245,0.803,0.944
390,sample2_thresholded.tif,147.453,0.815,1.061,0.943,0.918
391,sample2_thresholded.tif,184.633,0.808,1.512,0.661,0.925
392,sample2_thresholded.tif,102.245,0.746,1.274,0.785,0.890
393,sample2_thresholded.tif,132.665,0.855,1.329,0.753,0.918
394,sample2_thresholded.tif,197.730,0.864,1.360,0.735,0.950
395,sample2_thresholded.tif,295.328,0.767,1.574,0.635,0.930
396,sample2_thresholded.tif,174.493,0.851,1.167,0.857,0.925
397,sample2_thresholded.tif,170.690,0.861,1.212,0.825,0.949
398,sample2_thresholded.tif,202.800,0.888,1.215,0.823,0.957
399,sample2_thresholded.tif,180.830,0.862,1.152,0.868,0.929
400,sample2_thresholded.tif,147.030,0.897,1.135,0.881,0.938
401,sample2_thresholded.tif,424.613,0.823,1.347,0.742,0.937
402,sample2_thresholded.tif,230.685,0.802,1.475,0.678,0.915
403,sample2_thresholded.tif,148.720,0.863,1.334,0.750,0.919
404,sample2_thresholded.tif,344.338,0.704,2.148,0.466,0.903
405,sample2_thresholded.tif,138.580,0.799,1.682,0.595,0.914
406,sample2_thresholded.tif,231.530,0.895,1.071,0.934,0.940
407,sample2_thresholded.tif,405.600,0.895,1.308,0.765,0.960
408,sample2_thresholded.tif,441.513,0.730,1.337,0.748,0.933
409,sample2_thresholded.tif,184.210,0.860,1.529,0.654,0.947
410,sample2_thresholded.tif,185.478,0.853,1.413,0.708,0.937
